id,osm_id,name,shop_type,latitude,longitude,road,suburb,display_name
454,10718898100,Nyawita,unclassified,-0.0781062,34.7727546,,Nyawita sublocation,"Quarry, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, City of Kisumu, Ki"
459,10860047051,Bukuga Market,unclassified,0.0349866,34.691672,,,"Mungoma ward, Vihiga Subcounty, Vihiga, Kenya"
460,10898735238,Carrefour,supermarket,-0.0983258,34.7625758,Gumbi Road,Northern sublocation,"Gumbi Road, Ten Houses, Ondiek Estate, Northern sublocation, Market Milimani war"
465,10898822430,Carrefour,supermarket,-0.104131,34.7527208,Oginga Odinga Street,Southern sublocation,"Oginga Odinga Street, Lower Railways, k.b.c., Southern sublocation, Kisumu Centr"
466,10898822431,Beyond Fruits,greengrocer,-0.1039848,34.7526448,Oginga Odinga Street,Southern sublocation,"Oginga Odinga Street, Lower Railways, k.b.c., Southern sublocation, Kisumu Centr"
497,10921144544,Prafulla enterprises Ltd.,wholesale,-0.0975036,34.7501618,Obote Road,Bandari sublocation,"Obote Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City of"
507,10921245484,Bachulal popatlal,gas,-0.096264,34.7518993,Obote Road,Bandari sublocation,"Obote Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City of"
508,10921245485,Mjengo Supermart,wholesale,-0.0961663,34.7520166,Obote Road,Bandari sublocation,"Obote Road, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu, K"
516,10921245494,U shop,wholesale,-0.0951773,34.7526606,Obote Road,Bandari sublocation,"Obote Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City of"
517,10921245495,Healthy U,supermarket,-0.1042203,34.752035,New Station Road,Southern sublocation,"New Station Road, Lower Railways, k.b.c., Southern sublocation, Kisumu Central, "
537,10928805131,Sunbake Enterprises,wholesale,-0.0909562,34.7565784,Obote Road,Bandari sublocation,"Obote Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City of"
538,10928805132,Nyanza Sugar & produce Ltd,farm,-0.09146,34.756338,Obote Road,Bandari sublocation,"Obote Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City of"
539,10928805133,Kenya Wine Agencies Ltd,alcohol,-0.091586,34.756267,Obote Road,Bandari sublocation,"Obote Road, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu, K"
545,10928935692,Mawele Wines & Spirits,alcohol,-0.0979224,34.7512343,Paul Mbuya Road,Bandari sublocation,"Paul Mbuya Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, Ci"
546,10928935693,Paul Packaging Items,wholesale,-0.0979792,34.7512878,Paul Mbuya Road,Bandari sublocation,"Paul Mbuya Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, Ci"
548,10928935695,Unknown,kiosk,-0.0980372,34.7550798,A12,Bandari sublocation,"A12, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City of Kisumu"
549,10928935696,Apechem Agrovet,agrarian,-0.0979593,34.7550042,Otieno Oyoo Street,Bandari sublocation,"Otieno Oyoo Street, Kamas, Bandari sublocation, Railways ward, Kisumu, City of K"
556,10928935961,Salpro Kisumu Ltd,wholesale,-0.0981696,34.7516986,Accra Street,Bandari sublocation,"Accra Street, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City "
578,10931608141,Boom Mart,supermarket,-0.078952,34.7843248,P241,Migosi,"P241, CarWash, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Ke"
579,10931608142,Unknown,alcohol,-0.0804934,34.7845008,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
580,10931608143,Unknown,alcohol,-0.0805919,34.7845031,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
581,10931608144,Unknown,alcohol,-0.0799828,34.7850046,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
593,10931690117,Famaroma Enterprises,kiosk,-0.0581451,34.7848082,C674,West Kajulu location,"C674, Mamboleo Market, Wathorego sublocation, West Kajulu location, Kisumu East,"
594,10931690118,Singo Butchery,butcher,-0.0612725,34.7798423,C674,West Kajulu location,"C674, Mamboleo Market, Konya sublocation, West Kajulu location, Kisumu East, Kis"
600,10933997337,Jossy G Traders Shop,kiosk,-0.0838278,34.7747072,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
604,10933997344,wema feeds,agrarian,-0.0833781,34.7750547,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
605,10933997347,Wise choice Kenya bakeries,bakery,-0.0833423,34.7751861,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
606,10933997348,Kosogo wines and spitits,alcohol,-0.0833314,34.7752213,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
609,10933997354,Fricada Liquor baze,alcohol,-0.0832826,34.7753358,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
611,10933998079,Y&M wines and spirits,alcohol,-0.0816187,34.7796458,,Migosi,"Fourems, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
612,10936324381,Yurop butchery,butcher,-0.084615,34.7731527,Jomo Kenyatta Highway,Nyawita sublocation,"Jomo Kenyatta Highway, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
615,10936324384,Unknown,kiosk,-0.0846984,34.7730737,Jomo Kenyatta Highway,Nyawita sublocation,"Jomo Kenyatta Highway, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
616,10936324385,Unknown,kiosk,-0.0846984,34.7730489,Jomo Kenyatta Highway,Nyawita sublocation,"Jomo Kenyatta Highway, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
617,10936335484,Unknown,kiosk,-0.0800925,34.7842398,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
618,10936335485,Unknown,kiosk,-0.0801022,34.7841911,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Ki"
619,10936335486,Unknown,kiosk,-0.0801254,34.7841498,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Ki"
620,10936335487,Unknown,kiosk,-0.0800816,34.7842897,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
624,10936347161,Fourems holdings,kiosk,-0.0820743,34.7786704,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Kisumu Central, Kisumu, City of Kisumu, Ki"
626,10936347165,Unknown,butcher,-0.0818571,34.7788406,P234;Kisumu,Migosi,"P234;Kisumu, Fourems, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
627,10936347166,sawa sawa wines & Spirits,alcohol,-0.0790444,34.7845388,P241,Migosi,"P241, CarWash, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Ke"
628,10936347167,Hills mount super butchery,butcher,-0.0791118,34.7844936,P241,Migosi,"P241, CarWash, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Ke"
631,10936347171,oyoma butchery,butcher,-0.0792236,34.7844412,P241,Migosi,"P241, CarWash, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Ke"
633,10936347173,Unknown,agrarian,-0.0793168,34.7844421,P241,Migosi,"P241, CarWash, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Ke"
639,10936347180,Unknown,butcher,-0.0802617,34.7844952,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
644,10936347185,Johns Liquor,alcohol,-0.079985,34.784734,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
645,10936347186,chicken shop,farm,-0.080018,34.7846405,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
646,10936347187,Emmy John's Gas center,gas,-0.0800042,34.7846771,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
647,10936347188,Geno pork & Chicken,butcher,-0.0799266,34.7842408,Kibos Road,Manyatta A,"Kibos Road, Corner Legio, Manyatta A, Migosi ward, Kisumu, City of Kisumu, Kisum"
650,10936384848,Nancyto wines & Spirits,alcohol,-0.0799089,34.7849246,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
654,10936497880,ziwani butchery,butcher,-0.0742888,34.7815067,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
655,10936497881,Unknown,greengrocer,-0.0745244,34.7818231,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
656,10936497882,Unknown,greengrocer,-0.0745712,34.7818599,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
657,10936507299,Unknown,butcher,-0.0745583,34.7816688,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
658,10936507300,Unknown,greengrocer,-0.0745055,34.7816239,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
663,10936507934,Denji Liquors,alcohol,-0.0747645,34.7820571,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
665,10936507937,Unknown,kiosk,-0.0746668,34.7819434,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
666,10936507938,Unknown,kiosk,-0.074657,34.781923,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
667,10936507939,Unknown,kiosk,-0.0746685,34.7819043,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
668,10936507940,Unknown,kiosk,-0.0746792,34.7817775,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
669,10936507941,Unknown,butcher,-0.0746349,34.7817323,,Lolwe,"Lolwe shopping center, Lolwe, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40"
683,10937101485,Unknown,butcher,-0.0812212,34.7806229,,Migosi,"Fourems, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
685,10937108652,central butchery,butcher,-0.1038943,34.7576567,Omolo Agar Road,Southern sublocation,"Omolo Agar Road, Sansora Estate, Southern sublocation, Kisumu Central, Kisumu, C"
703,10940498841,Trishla wholesalers,wholesale,-0.0978161,34.7520106,Accra Street,Bandari sublocation,"Accra Street, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City "
705,10940498843,Jain Trading Ltd.,wholesale,-0.0978369,34.7523514,Accra Street,Bandari sublocation,"Accra Street, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu,"
706,10940498844,Kendeep agencies,wholesale,-0.096932,34.7533833,Accra Street,Bandari sublocation,"Accra Street, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City "
708,10940498846,Victoria Bakery,bakery,-0.0967801,34.7532524,Accra Street,Bandari sublocation,"Accra Street, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu,"
721,10941873516,Midrock farms ltd,agrarian,-0.0990339,34.7517624,Odera Street,Bandari sublocation,"Odera Street, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu,"
723,10943819781,Afro Drip,agrarian,-0.0994984,34.750917,Odera Street,Bandari sublocation,"Odera Street, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City "
727,10943873313,Amalo company ltd.,wholesale,-0.0988973,34.7522388,Odera Street,Bandari sublocation,"Odera Street, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City "
769,11016540441,Zoro's cool drinking water,water,-0.1070431,34.7697873,Ondiek Highway,Northern sublocation,"Ondiek Highway, Ten Houses, Ondiek Estate, Northern sublocation, Market Milimani"
771,11016540446,Beyond Fruits,farm,-0.1079861,34.769631,Nairobi Road,Northern sublocation,"Nairobi Road, Police Line, Nyalenda Railways, Northern sublocation, Shauri Moyo "
774,11030023226,Roadside General store,general,-0.0954613,34.7686557,,Celtel Estate,"Celtel Estate, Pembe Tatu, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40100"
775,11030023227,Kim's Poultry,agrarian,-0.0954703,34.7685668,Ramogi Road,Northern sublocation,"Ramogi Road, Celtel Estate, Pembe Tatu, Northern sublocation, Kisumu Central, Ki"
780,11030023276,Beyond Fruits,greengrocer,-0.1070988,34.7518718,Achieng Oneko Road,Milimani,"Achieng Oneko Road, Civil Servants, Milimani, Southern sublocation, Kisumu Centr"
785,11034143944,marhaba,convenience,-0.1006279,34.7531505,Apindi Street,Milimani,"Apindi Street, Garissa Lodge, Milimani, Southern sublocation, Market Milimani wa"
788,11035432654,Umuya shop,kiosk,-0.0834251,34.7741285,Kakamega Road,Nyawita sublocation,"Kakamega Road, Quarry, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
790,11035432656,Rinas Milk shop,dairy,-0.083287,34.7742184,Kakamega Road,Nyawita sublocation,"Kakamega Road, Quarry, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
791,11035432658,sigma feeds,agrarian,-0.0830972,34.7742902,Kakamega Road,Nyawita sublocation,"Kakamega Road, Quarry, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
794,11035432662,Munyao poultry enterprises,agrarian,-0.0828433,34.7744072,Kakamega Road,Nyawita sublocation,"Kakamega Road, Quarry, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
795,11035432663,KIM's poultry enterprises,agrarian,-0.0827868,34.7744329,Kakamega Road,Nyawita sublocation,"Kakamega Road, Quarry, Kondele, Nyawita sublocation, Kisumu Central, Kisumu, Cit"
798,11035432669,Pramukh wholesale & retail,wholesale,-0.0822682,34.7750029,Kakamega Road,Nyawita sublocation,"Kakamega Road, Quarry, Kondele, Nyawita sublocation, Migosi ward, Kisumu, City o"
803,11041880762,Onion center,greengrocer,-0.0758722,34.7807062,,Migosi,"Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 4"
804,11041880763,Manchi water,water,-0.075946,34.7805908,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
806,11044596296,Divineland milk & honey,dairy,-0.0811797,34.7845126,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
810,11044596300,Ondisore farmers choice depot,kiosk,-0.0809866,34.7845267,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
811,11044596301,zamani cake suppliers,bakery,-0.0808029,34.7843295,P241,Manyatta A,"P241, Sije, Baraka, Manyatta A, Kisumu East, Kisumu, City of Kisumu, Kisumu, 401"
815,11044610206,Lakeside Halal butchery,butcher,-0.0807211,34.7844952,,,"Kisumu East, Kisumu, City of Kisumu, Kisumu, 40103, Kenya"
822,11088822295,kibuye wholesalers,wholesale,-0.097737,34.7535512,Odera Street,Bandari sublocation,"Odera Street, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu,"
824,11088822297,Galaiya stores Ltd,wholesale,-0.0972113,34.7537631,Odera Street,Bandari sublocation,"Odera Street, Kamas, Bandari sublocation, Railways ward, Kisumu, City of Kisumu,"
825,11094245646,Kijani purified,water,-0.0782233,34.7852488,,Migosi,"World Vision, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40103, Ken"
827,11094246713,maziwa dairy,dairy,-0.0757865,34.7805121,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
828,11094246714,Farm fresh,dairy,-0.0758676,34.7801527,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
829,11094246716,Unknown,butcher,-0.075875,34.7800548,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
837,11094246725,Unknown,gas,-0.0759078,34.7785614,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
838,11094250478,westland veve shop,kiosk,-0.0758966,34.7806524,P241,Migosi,"P241, Lolwe shopping center, Migosi, Kisumu Central, Kisumu, City of Kisumu, Kis"
853,13714210033,pepsi,wholesale,-0.1390865,34.7975243,Kisumu-Nairobi Highway,Buoye,"Kisumu-Nairobi Highway, Buoye, Buoye sublocation, Kisumu East, Kisumu, City of K"
857,13714210045,Rabuor gen mart,wholesale,-0.1532883,34.8288615,C853,Kochieng sublocation,"C853, Kachienge, Kochieng sublocation, Rabour, Kobura ward, City of Kisumu, Nyan"
861,13749616722,tuffoam limited factory outlet,wholesale,-0.0954578,34.7676872,,Celtel Estate,"Celtel Estate, Pembe Tatu, Kisumu Central, Kisumu, City of Kisumu, Kisumu, 40100"
862,13749654037,taji,water,-0.0920758,34.7614069,,Bandari sublocation,"Mosque Estate, Bandari sublocation, Railways ward, Kisumu, City of Kisumu, Kisum"
863,13749654038,jaaria mini mart,supermarket,-0.0977095,34.7554512,Nyerere Road,Bandari sublocation,"Nyerere Road, Kamas, Jua Kali, Bandari sublocation, Railways ward, Kisumu, City "
864,13749654039,keki Na taji,bakery,-0.0920593,34.7615096,,Bandari sublocation,"Mosque Estate, Bandari sublocation, Railways ward, Kisumu, City of Kisumu, Kisum"
