outlet_osm_id,outlet_name,outlet_type,suburb,outlet_lat,outlet_lon,weeks_active,total_revenue,skus_purchased,visit_frequency,service_level
11088822295,kibuye wholesalers,wholesale,Bandari sublocation,-0.097737,34.7535512,22,1637113.140000001,24,0.846,Well served
11088822297,Galaiya stores Ltd,wholesale,Bandari sublocation,-0.0972113,34.7537631,23,1737651.46,24,0.885,Well served
11094245646,Kijani purified,water,Migosi,-0.0782233,34.7852488,20,935929.4200000002,24,0.769,Well served
11094246713,maziwa dairy,dairy,Migosi,-0.0757865,34.7805121,21,354794.49000000005,24,0.808,Well served
11094246714,Farm fresh,dairy,Migosi,-0.0758676,34.7801527,23,388438.7799999999,24,0.885,Well served
11094246716,Unknown,butcher,Migosi,-0.075875,34.7800548,22,383806.47,24,0.846,Well served
11094246725,Unknown,gas,Migosi,-0.0759078,34.7785614,21,701914.2499999999,24,0.808,Well served
11094250478,westland veve shop,kiosk,Migosi,-0.0758966,34.7806524,22,394690.50999999995,24,0.846,Well served
13714210033,pepsi,wholesale,Buoye,-0.1390865,34.7975243,22,873627.6699999998,24,0.846,Well served
13714210045,Rabuor gen mart,wholesale,Kochieng sublocation,-0.1532883,34.8288615,22,874139.8100000002,24,0.846,Well served
13749616722,tuffoam limited factory outlet,wholesale,Celtel Estate,-0.0954578,34.7676872,22,1232461.8899999994,24,0.846,Well served
13749654037,taji,water,Bandari sublocation,-0.0920758,34.7614069,22,375814.73000000004,24,0.846,Well served
13749654038,jaaria mini mart,supermarket,Bandari sublocation,-0.0977095,34.7554512,21,1588758.3699999994,24,0.808,Well served
13749654039,keki Na taji,bakery,Bandari sublocation,-0.0920593,34.7615096,23,373244.45999999985,24,0.885,Well served
