osm_id,outlet_name,shop_type,size_tier,sku,category,weekly_units,density_score
8824025979,Three Star Butchery,butcher,small,SAN002,sanitary,1,0.913
8824028730,Edu Shop,kiosk,small,OIL001,cooking_oil,3,0.891
8824028730,Edu Shop,kiosk,small,OIL002,cooking_oil,3,0.891
8824028730,Edu Shop,kiosk,small,OIL003,cooking_oil,3,0.891
8824028730,Edu Shop,kiosk,small,OIL004,cooking_oil,3,0.891
8824028730,Edu Shop,kiosk,small,FLR001,flour,4,0.891
8824028730,Edu Shop,kiosk,small,FLR002,flour,3,0.891
8824028730,Edu Shop,kiosk,small,FLR003,flour,4,0.891
8824028730,Edu Shop,kiosk,small,FLR004,flour,3,0.891
8824028730,Edu Shop,kiosk,small,SUG001,sugar,2,0.891
8824028730,Edu Shop,kiosk,small,SUG002,sugar,2,0.891
8824028730,Edu Shop,kiosk,small,SUG003,sugar,2,0.891
8824028730,Edu Shop,kiosk,small,SOP001,soap,2,0.891
8824028730,Edu Shop,kiosk,small,SOP002,soap,2,0.891
8824028730,Edu Shop,kiosk,small,SOP003,soap,2,0.891
8824028730,Edu Shop,kiosk,small,SOP004,soap,2,0.891
8824028730,Edu Shop,kiosk,small,BEV001,beverages,2,0.891
8824028730,Edu Shop,kiosk,small,BEV002,beverages,3,0.891
8824028730,Edu Shop,kiosk,small,BEV003,beverages,2,0.891
8824028730,Edu Shop,kiosk,small,BEV004,beverages,2,0.891
8824028730,Edu Shop,kiosk,small,PC001,personal_care,2,0.891
8824028730,Edu Shop,kiosk,small,PC002,personal_care,2,0.891
8824028730,Edu Shop,kiosk,small,PC003,personal_care,2,0.891
8824028730,Edu Shop,kiosk,small,SAN001,sanitary,1,0.891
8824028730,Edu Shop,kiosk,small,SAN002,sanitary,1,0.891
8824029560,Holos Wines and Spitits,alcohol,medium,OIL001,cooking_oil,7,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,OIL002,cooking_oil,8,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,OIL003,cooking_oil,10,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,OIL004,cooking_oil,8,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,FLR001,flour,11,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,FLR002,flour,11,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,FLR003,flour,12,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,FLR004,flour,11,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SUG001,sugar,6,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SUG002,sugar,9,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SUG003,sugar,6,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SOP001,soap,5,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SOP002,soap,4,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SOP003,soap,5,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SOP004,soap,5,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,BEV001,beverages,7,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,BEV002,beverages,7,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,BEV003,beverages,8,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,BEV004,beverages,6,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,PC001,personal_care,5,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,PC002,personal_care,5,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,PC003,personal_care,5,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SAN001,sanitary,3,1.022
8824029560,Holos Wines and Spitits,alcohol,medium,SAN002,sanitary,4,1.022
8824050876,Riverside Shop,kiosk,small,OIL001,cooking_oil,3,0.913
8824050876,Riverside Shop,kiosk,small,OIL002,cooking_oil,3,0.913
8824050876,Riverside Shop,kiosk,small,OIL003,cooking_oil,3,0.913
8824050876,Riverside Shop,kiosk,small,OIL004,cooking_oil,3,0.913
8824050876,Riverside Shop,kiosk,small,FLR001,flour,3,0.913
8824050876,Riverside Shop,kiosk,small,FLR002,flour,4,0.913
8824050876,Riverside Shop,kiosk,small,FLR003,flour,3,0.913
8824050876,Riverside Shop,kiosk,small,FLR004,flour,4,0.913
8824050876,Riverside Shop,kiosk,small,SUG001,sugar,3,0.913
8824050876,Riverside Shop,kiosk,small,SUG002,sugar,3,0.913
8824050876,Riverside Shop,kiosk,small,SUG003,sugar,3,0.913
8824050876,Riverside Shop,kiosk,small,SOP001,soap,2,0.913
8824050876,Riverside Shop,kiosk,small,SOP002,soap,2,0.913
8824050876,Riverside Shop,kiosk,small,SOP003,soap,2,0.913
8824050876,Riverside Shop,kiosk,small,SOP004,soap,2,0.913
8824050876,Riverside Shop,kiosk,small,BEV001,beverages,2,0.913
8824050876,Riverside Shop,kiosk,small,BEV002,beverages,2,0.913
8824050876,Riverside Shop,kiosk,small,BEV003,beverages,3,0.913
8824050876,Riverside Shop,kiosk,small,BEV004,beverages,2,0.913
8824050876,Riverside Shop,kiosk,small,PC001,personal_care,1,0.913
8824050876,Riverside Shop,kiosk,small,PC002,personal_care,2,0.913
8824050876,Riverside Shop,kiosk,small,PC003,personal_care,2,0.913
8824050876,Riverside Shop,kiosk,small,SAN001,sanitary,2,0.913
8824050876,Riverside Shop,kiosk,small,SAN002,sanitary,1,0.913
8824052507,Baba Nelfa Shop,kiosk,small,OIL001,cooking_oil,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,OIL002,cooking_oil,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,OIL003,cooking_oil,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,OIL004,cooking_oil,4,0.913
8824052507,Baba Nelfa Shop,kiosk,small,FLR001,flour,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,FLR002,flour,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,FLR003,flour,4,0.913
8824052507,Baba Nelfa Shop,kiosk,small,FLR004,flour,4,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SUG001,sugar,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SUG002,sugar,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SUG003,sugar,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SOP001,soap,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SOP002,soap,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SOP003,soap,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SOP004,soap,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,BEV001,beverages,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,BEV002,beverages,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,BEV003,beverages,3,0.913
8824052507,Baba Nelfa Shop,kiosk,small,BEV004,beverages,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,PC001,personal_care,1,0.913
8824052507,Baba Nelfa Shop,kiosk,small,PC002,personal_care,1,0.913
8824052507,Baba Nelfa Shop,kiosk,small,PC003,personal_care,2,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SAN001,sanitary,1,0.913
8824052507,Baba Nelfa Shop,kiosk,small,SAN002,sanitary,1,0.913
8824052508,Mama Manu Shop,kiosk,small,OIL001,cooking_oil,3,0.913
8824052508,Mama Manu Shop,kiosk,small,OIL002,cooking_oil,3,0.913
8824052508,Mama Manu Shop,kiosk,small,OIL003,cooking_oil,3,0.913
8824052508,Mama Manu Shop,kiosk,small,OIL004,cooking_oil,3,0.913
8824052508,Mama Manu Shop,kiosk,small,FLR001,flour,3,0.913
8824052508,Mama Manu Shop,kiosk,small,FLR002,flour,4,0.913
8824052508,Mama Manu Shop,kiosk,small,FLR003,flour,4,0.913
8824052508,Mama Manu Shop,kiosk,small,FLR004,flour,4,0.913
8824052508,Mama Manu Shop,kiosk,small,SUG001,sugar,3,0.913
8824052508,Mama Manu Shop,kiosk,small,SUG002,sugar,3,0.913
8824052508,Mama Manu Shop,kiosk,small,SUG003,sugar,2,0.913
8824052508,Mama Manu Shop,kiosk,small,SOP001,soap,2,0.913
8824052508,Mama Manu Shop,kiosk,small,SOP002,soap,2,0.913
8824052508,Mama Manu Shop,kiosk,small,SOP003,soap,2,0.913
8824052508,Mama Manu Shop,kiosk,small,SOP004,soap,2,0.913
8824052508,Mama Manu Shop,kiosk,small,BEV001,beverages,2,0.913
8824052508,Mama Manu Shop,kiosk,small,BEV002,beverages,3,0.913
8824052508,Mama Manu Shop,kiosk,small,BEV003,beverages,2,0.913
8824052508,Mama Manu Shop,kiosk,small,BEV004,beverages,2,0.913
8824052508,Mama Manu Shop,kiosk,small,PC001,personal_care,2,0.913
8824052508,Mama Manu Shop,kiosk,small,PC002,personal_care,1,0.913
8824052508,Mama Manu Shop,kiosk,small,PC003,personal_care,1,0.913
8824052508,Mama Manu Shop,kiosk,small,SAN001,sanitary,1,0.913
8824052508,Mama Manu Shop,kiosk,small,SAN002,sanitary,1,0.913
8824061915,Joy Butchery,butcher,small,OIL001,cooking_oil,3,0.913
8824061915,Joy Butchery,butcher,small,OIL002,cooking_oil,3,0.913
8824061915,Joy Butchery,butcher,small,OIL003,cooking_oil,3,0.913
8824061915,Joy Butchery,butcher,small,OIL004,cooking_oil,3,0.913
8824061915,Joy Butchery,butcher,small,FLR001,flour,3,0.913
8824061915,Joy Butchery,butcher,small,FLR002,flour,4,0.913
8824061915,Joy Butchery,butcher,small,FLR003,flour,4,0.913
8824061915,Joy Butchery,butcher,small,FLR004,flour,3,0.913
8824061915,Joy Butchery,butcher,small,SUG001,sugar,2,0.913
8824061915,Joy Butchery,butcher,small,SUG002,sugar,3,0.913
8824061915,Joy Butchery,butcher,small,SUG003,sugar,2,0.913
8824061915,Joy Butchery,butcher,small,SOP001,soap,2,0.913
8824061915,Joy Butchery,butcher,small,SOP002,soap,2,0.913
8824061915,Joy Butchery,butcher,small,SOP003,soap,2,0.913
8824061915,Joy Butchery,butcher,small,SOP004,soap,2,0.913
8824061915,Joy Butchery,butcher,small,BEV001,beverages,2,0.913
8824061915,Joy Butchery,butcher,small,BEV002,beverages,2,0.913
8824061915,Joy Butchery,butcher,small,BEV003,beverages,2,0.913
8824061915,Joy Butchery,butcher,small,BEV004,beverages,3,0.913
8824061915,Joy Butchery,butcher,small,PC001,personal_care,2,0.913
8824061915,Joy Butchery,butcher,small,PC002,personal_care,2,0.913
8824061915,Joy Butchery,butcher,small,PC003,personal_care,2,0.913
8824061915,Joy Butchery,butcher,small,SAN001,sanitary,2,0.913
8824061915,Joy Butchery,butcher,small,SAN002,sanitary,1,0.913
8824066818,Kuku Shop,butcher,small,OIL001,cooking_oil,3,0.913
8824066818,Kuku Shop,butcher,small,OIL002,cooking_oil,2,0.913
8824066818,Kuku Shop,butcher,small,OIL003,cooking_oil,3,0.913
8824066818,Kuku Shop,butcher,small,OIL004,cooking_oil,3,0.913
8824066818,Kuku Shop,butcher,small,FLR001,flour,3,0.913
8824066818,Kuku Shop,butcher,small,FLR002,flour,3,0.913
8824066818,Kuku Shop,butcher,small,FLR003,flour,3,0.913
8824066818,Kuku Shop,butcher,small,FLR004,flour,4,0.913
8824066818,Kuku Shop,butcher,small,SUG001,sugar,3,0.913
8824066818,Kuku Shop,butcher,small,SUG002,sugar,2,0.913
8824066818,Kuku Shop,butcher,small,SUG003,sugar,3,0.913
8824066818,Kuku Shop,butcher,small,SOP001,soap,2,0.913
8824066818,Kuku Shop,butcher,small,SOP002,soap,2,0.913
8824066818,Kuku Shop,butcher,small,SOP003,soap,2,0.913
8824066818,Kuku Shop,butcher,small,SOP004,soap,2,0.913
8824066818,Kuku Shop,butcher,small,BEV001,beverages,2,0.913
8824066818,Kuku Shop,butcher,small,BEV002,beverages,2,0.913
8824066818,Kuku Shop,butcher,small,BEV003,beverages,2,0.913
8824066818,Kuku Shop,butcher,small,BEV004,beverages,2,0.913
8824066818,Kuku Shop,butcher,small,PC001,personal_care,2,0.913
8824066818,Kuku Shop,butcher,small,PC002,personal_care,1,0.913
8824066818,Kuku Shop,butcher,small,PC003,personal_care,2,0.913
8824066818,Kuku Shop,butcher,small,SAN001,sanitary,1,0.913
8824066818,Kuku Shop,butcher,small,SAN002,sanitary,1,0.913
8824073827,Grocery Stall,greengrocer,small,OIL001,cooking_oil,4,0.913
8824073827,Grocery Stall,greengrocer,small,OIL002,cooking_oil,3,0.913
8824073827,Grocery Stall,greengrocer,small,OIL003,cooking_oil,3,0.913
8824073827,Grocery Stall,greengrocer,small,OIL004,cooking_oil,3,0.913
8824073827,Grocery Stall,greengrocer,small,FLR001,flour,3,0.913
8824073827,Grocery Stall,greengrocer,small,FLR002,flour,4,0.913
8824073827,Grocery Stall,greengrocer,small,FLR003,flour,4,0.913
8824073827,Grocery Stall,greengrocer,small,FLR004,flour,3,0.913
8824073827,Grocery Stall,greengrocer,small,SUG001,sugar,3,0.913
8824073827,Grocery Stall,greengrocer,small,SUG002,sugar,2,0.913
8824073827,Grocery Stall,greengrocer,small,SUG003,sugar,2,0.913
8824073827,Grocery Stall,greengrocer,small,SOP001,soap,2,0.913
8824073827,Grocery Stall,greengrocer,small,SOP002,soap,2,0.913
8824073827,Grocery Stall,greengrocer,small,SOP003,soap,2,0.913
8824073827,Grocery Stall,greengrocer,small,SOP004,soap,2,0.913
8824073827,Grocery Stall,greengrocer,small,BEV001,beverages,3,0.913
8824073827,Grocery Stall,greengrocer,small,BEV002,beverages,2,0.913
8824073827,Grocery Stall,greengrocer,small,BEV003,beverages,2,0.913
8824073827,Grocery Stall,greengrocer,small,BEV004,beverages,2,0.913
8824073827,Grocery Stall,greengrocer,small,PC001,personal_care,2,0.913
8824073827,Grocery Stall,greengrocer,small,PC002,personal_care,2,0.913
8824073827,Grocery Stall,greengrocer,small,PC003,personal_care,2,0.913
8824073827,Grocery Stall,greengrocer,small,SAN001,sanitary,1,0.913
8824073827,Grocery Stall,greengrocer,small,SAN002,sanitary,1,0.913
8824095656,Kajaloka Shop,kiosk,small,OIL001,cooking_oil,3,0.891
8824095656,Kajaloka Shop,kiosk,small,OIL002,cooking_oil,3,0.891
8824095656,Kajaloka Shop,kiosk,small,OIL003,cooking_oil,3,0.891
8824095656,Kajaloka Shop,kiosk,small,OIL004,cooking_oil,3,0.891
8824095656,Kajaloka Shop,kiosk,small,FLR001,flour,3,0.891
8824095656,Kajaloka Shop,kiosk,small,FLR002,flour,4,0.891
8824095656,Kajaloka Shop,kiosk,small,FLR003,flour,3,0.891
8824095656,Kajaloka Shop,kiosk,small,FLR004,flour,3,0.891
8824095656,Kajaloka Shop,kiosk,small,SUG001,sugar,2,0.891
8824095656,Kajaloka Shop,kiosk,small,SUG002,sugar,2,0.891
8824095656,Kajaloka Shop,kiosk,small,SUG003,sugar,2,0.891
8824095656,Kajaloka Shop,kiosk,small,SOP001,soap,2,0.891
8824095656,Kajaloka Shop,kiosk,small,SOP002,soap,2,0.891
8824095656,Kajaloka Shop,kiosk,small,SOP003,soap,2,0.891
8824095656,Kajaloka Shop,kiosk,small,SOP004,soap,2,0.891
8824095656,Kajaloka Shop,kiosk,small,BEV001,beverages,2,0.891
8824095656,Kajaloka Shop,kiosk,small,BEV002,beverages,2,0.891
8824095656,Kajaloka Shop,kiosk,small,BEV003,beverages,2,0.891
8824095656,Kajaloka Shop,kiosk,small,BEV004,beverages,2,0.891
8824095656,Kajaloka Shop,kiosk,small,PC001,personal_care,1,0.891
8824095656,Kajaloka Shop,kiosk,small,PC002,personal_care,2,0.891
8824095656,Kajaloka Shop,kiosk,small,PC003,personal_care,2,0.891
8824095656,Kajaloka Shop,kiosk,small,SAN001,sanitary,1,0.891
8824095656,Kajaloka Shop,kiosk,small,SAN002,sanitary,1,0.891
8824115284,Mercy Cereals,greengrocer,small,OIL001,cooking_oil,3,0.913
8824115284,Mercy Cereals,greengrocer,small,OIL002,cooking_oil,3,0.913
8824115284,Mercy Cereals,greengrocer,small,OIL003,cooking_oil,3,0.913
8824115284,Mercy Cereals,greengrocer,small,OIL004,cooking_oil,3,0.913
8824115284,Mercy Cereals,greengrocer,small,FLR001,flour,4,0.913
8824115284,Mercy Cereals,greengrocer,small,FLR002,flour,4,0.913
8824115284,Mercy Cereals,greengrocer,small,FLR003,flour,4,0.913
8824115284,Mercy Cereals,greengrocer,small,FLR004,flour,3,0.913
8824115284,Mercy Cereals,greengrocer,small,SUG001,sugar,2,0.913
8824115284,Mercy Cereals,greengrocer,small,SUG002,sugar,2,0.913
8824115284,Mercy Cereals,greengrocer,small,SUG003,sugar,3,0.913
8824115284,Mercy Cereals,greengrocer,small,SOP001,soap,2,0.913
8824115284,Mercy Cereals,greengrocer,small,SOP002,soap,2,0.913
8824115284,Mercy Cereals,greengrocer,small,SOP003,soap,2,0.913
8824115284,Mercy Cereals,greengrocer,small,SOP004,soap,2,0.913
8824115284,Mercy Cereals,greengrocer,small,BEV001,beverages,3,0.913
8824115284,Mercy Cereals,greengrocer,small,BEV002,beverages,2,0.913
8824115284,Mercy Cereals,greengrocer,small,BEV003,beverages,3,0.913
8824115284,Mercy Cereals,greengrocer,small,BEV004,beverages,2,0.913
8824115284,Mercy Cereals,greengrocer,small,PC001,personal_care,2,0.913
8824115284,Mercy Cereals,greengrocer,small,PC002,personal_care,1,0.913
8824115284,Mercy Cereals,greengrocer,small,PC003,personal_care,2,0.913
8824115284,Mercy Cereals,greengrocer,small,SAN001,sanitary,1,0.913
8824115284,Mercy Cereals,greengrocer,small,SAN002,sanitary,1,0.913
8824117358,Jaseme Shop,kiosk,small,OIL001,cooking_oil,3,0.891
8824117358,Jaseme Shop,kiosk,small,OIL002,cooking_oil,3,0.891
8824117358,Jaseme Shop,kiosk,small,OIL003,cooking_oil,3,0.891
8824117358,Jaseme Shop,kiosk,small,OIL004,cooking_oil,3,0.891
8824117358,Jaseme Shop,kiosk,small,FLR001,flour,3,0.891
8824117358,Jaseme Shop,kiosk,small,FLR002,flour,3,0.891
8824117358,Jaseme Shop,kiosk,small,FLR003,flour,3,0.891
8824117358,Jaseme Shop,kiosk,small,FLR004,flour,3,0.891
8824117358,Jaseme Shop,kiosk,small,SUG001,sugar,3,0.891
8824117358,Jaseme Shop,kiosk,small,SUG002,sugar,3,0.891
8824117358,Jaseme Shop,kiosk,small,SUG003,sugar,3,0.891
8824117358,Jaseme Shop,kiosk,small,SOP001,soap,2,0.891
8824117358,Jaseme Shop,kiosk,small,SOP002,soap,2,0.891
8824117358,Jaseme Shop,kiosk,small,SOP003,soap,2,0.891
8824117358,Jaseme Shop,kiosk,small,SOP004,soap,2,0.891
8824117358,Jaseme Shop,kiosk,small,BEV001,beverages,2,0.891
8824117358,Jaseme Shop,kiosk,small,BEV002,beverages,3,0.891
8824117358,Jaseme Shop,kiosk,small,BEV003,beverages,2,0.891
8824117358,Jaseme Shop,kiosk,small,BEV004,beverages,3,0.891
8824117358,Jaseme Shop,kiosk,small,PC001,personal_care,1,0.891
8824117358,Jaseme Shop,kiosk,small,PC002,personal_care,2,0.891
8824117358,Jaseme Shop,kiosk,small,PC003,personal_care,2,0.891
8824117358,Jaseme Shop,kiosk,small,SAN001,sanitary,1,0.891
8824117358,Jaseme Shop,kiosk,small,SAN002,sanitary,1,0.891
8987955679,Manyatta Market,unclassified,small,OIL001,cooking_oil,2,0.652
8987955679,Manyatta Market,unclassified,small,OIL002,cooking_oil,2,0.652
8987955679,Manyatta Market,unclassified,small,OIL003,cooking_oil,2,0.652
8987955679,Manyatta Market,unclassified,small,OIL004,cooking_oil,2,0.652
8987955679,Manyatta Market,unclassified,small,FLR001,flour,2,0.652
8987955679,Manyatta Market,unclassified,small,FLR002,flour,3,0.652
8987955679,Manyatta Market,unclassified,small,FLR003,flour,2,0.652
8987955679,Manyatta Market,unclassified,small,FLR004,flour,2,0.652
8987955679,Manyatta Market,unclassified,small,SUG001,sugar,2,0.652
8987955679,Manyatta Market,unclassified,small,SUG002,sugar,2,0.652
8987955679,Manyatta Market,unclassified,small,SUG003,sugar,2,0.652
8987955679,Manyatta Market,unclassified,small,SOP001,soap,1,0.652
8987955679,Manyatta Market,unclassified,small,SOP002,soap,1,0.652
8987955679,Manyatta Market,unclassified,small,SOP003,soap,1,0.652
8987955679,Manyatta Market,unclassified,small,SOP004,soap,1,0.652
8987955679,Manyatta Market,unclassified,small,BEV001,beverages,2,0.652
8987955679,Manyatta Market,unclassified,small,BEV002,beverages,2,0.652
8987955679,Manyatta Market,unclassified,small,BEV003,beverages,2,0.652
8987955679,Manyatta Market,unclassified,small,BEV004,beverages,2,0.652
8987955679,Manyatta Market,unclassified,small,PC001,personal_care,1,0.652
8987955679,Manyatta Market,unclassified,small,PC002,personal_care,1,0.652
8987955679,Manyatta Market,unclassified,small,PC003,personal_care,1,0.652
8987955679,Manyatta Market,unclassified,small,SAN001,sanitary,1,0.652
8987955679,Manyatta Market,unclassified,small,SAN002,sanitary,1,0.652
9126367969,Unknown,greengrocer,small,OIL001,cooking_oil,3,0.761
9126367969,Unknown,greengrocer,small,OIL002,cooking_oil,2,0.761
9126367969,Unknown,greengrocer,small,OIL003,cooking_oil,2,0.761
9126367969,Unknown,greengrocer,small,OIL004,cooking_oil,3,0.761
9126367969,Unknown,greengrocer,small,FLR001,flour,2,0.761
9126367969,Unknown,greengrocer,small,FLR002,flour,3,0.761
9126367969,Unknown,greengrocer,small,FLR003,flour,3,0.761
9126367969,Unknown,greengrocer,small,FLR004,flour,3,0.761
9126367969,Unknown,greengrocer,small,SUG001,sugar,2,0.761
9126367969,Unknown,greengrocer,small,SUG002,sugar,2,0.761
9126367969,Unknown,greengrocer,small,SUG003,sugar,2,0.761
9126367969,Unknown,greengrocer,small,SOP001,soap,2,0.761
9126367969,Unknown,greengrocer,small,SOP002,soap,2,0.761
9126367969,Unknown,greengrocer,small,SOP003,soap,2,0.761
9126367969,Unknown,greengrocer,small,SOP004,soap,2,0.761
9126367969,Unknown,greengrocer,small,BEV001,beverages,2,0.761
9126367969,Unknown,greengrocer,small,BEV002,beverages,2,0.761
9126367969,Unknown,greengrocer,small,BEV003,beverages,2,0.761
9126367969,Unknown,greengrocer,small,BEV004,beverages,2,0.761
9126367969,Unknown,greengrocer,small,PC001,personal_care,1,0.761
9126367969,Unknown,greengrocer,small,PC002,personal_care,2,0.761
9126367969,Unknown,greengrocer,small,PC003,personal_care,1,0.761
9126367969,Unknown,greengrocer,small,SAN001,sanitary,1,0.761
9126367969,Unknown,greengrocer,small,SAN002,sanitary,1,0.761
9126374353,Drink and smile,water,medium,OIL001,cooking_oil,6,0.761
9126374353,Drink and smile,water,medium,OIL002,cooking_oil,5,0.761
9126374353,Drink and smile,water,medium,OIL003,cooking_oil,6,0.761
9126374353,Drink and smile,water,medium,OIL004,cooking_oil,6,0.761
9126374353,Drink and smile,water,medium,FLR001,flour,7,0.761
9126374353,Drink and smile,water,medium,FLR002,flour,8,0.761
9126374353,Drink and smile,water,medium,FLR003,flour,9,0.761
9126374353,Drink and smile,water,medium,FLR004,flour,9,0.761
9126374353,Drink and smile,water,medium,SUG001,sugar,7,0.761
9126374353,Drink and smile,water,medium,SUG002,sugar,5,0.761
9126374353,Drink and smile,water,medium,SUG003,sugar,6,0.761
9126374353,Drink and smile,water,medium,SOP001,soap,5,0.761
9126374353,Drink and smile,water,medium,SOP002,soap,5,0.761
9126374353,Drink and smile,water,medium,SOP003,soap,4,0.761
9126374353,Drink and smile,water,medium,SOP004,soap,5,0.761
9126374353,Drink and smile,water,medium,BEV001,beverages,6,0.761
9126374353,Drink and smile,water,medium,BEV002,beverages,5,0.761
9126374353,Drink and smile,water,medium,BEV003,beverages,5,0.761
9126374353,Drink and smile,water,medium,BEV004,beverages,6,0.761
9126374353,Drink and smile,water,medium,PC001,personal_care,4,0.761
9126374353,Drink and smile,water,medium,PC002,personal_care,3,0.761
9126374353,Drink and smile,water,medium,PC003,personal_care,3,0.761
9126374353,Drink and smile,water,medium,SAN001,sanitary,3,0.761
9126374353,Drink and smile,water,medium,SAN002,sanitary,3,0.761
9443804417,Queen Soap,chemist,medium,OIL001,cooking_oil,6,0.652
9443804417,Queen Soap,chemist,medium,OIL002,cooking_oil,6,0.652
9443804417,Queen Soap,chemist,medium,OIL003,cooking_oil,4,0.652
9443804417,Queen Soap,chemist,medium,OIL004,cooking_oil,5,0.652
9443804417,Queen Soap,chemist,medium,FLR001,flour,8,0.652
9443804417,Queen Soap,chemist,medium,FLR002,flour,6,0.652
9443804417,Queen Soap,chemist,medium,FLR003,flour,7,0.652
9443804417,Queen Soap,chemist,medium,FLR004,flour,5,0.652
9443804417,Queen Soap,chemist,medium,SUG001,sugar,5,0.652
9443804417,Queen Soap,chemist,medium,SUG002,sugar,5,0.652
9443804417,Queen Soap,chemist,medium,SUG003,sugar,4,0.652
9443804417,Queen Soap,chemist,medium,SOP001,soap,3,0.652
9443804417,Queen Soap,chemist,medium,SOP002,soap,3,0.652
9443804417,Queen Soap,chemist,medium,SOP003,soap,3,0.652
9443804417,Queen Soap,chemist,medium,SOP004,soap,3,0.652
9443804417,Queen Soap,chemist,medium,BEV001,beverages,5,0.652
9443804417,Queen Soap,chemist,medium,BEV002,beverages,4,0.652
9443804417,Queen Soap,chemist,medium,BEV003,beverages,3,0.652
9443804417,Queen Soap,chemist,medium,BEV004,beverages,4,0.652
9443804417,Queen Soap,chemist,medium,PC001,personal_care,3,0.652
9443804417,Queen Soap,chemist,medium,PC002,personal_care,3,0.652
9443804417,Queen Soap,chemist,medium,PC003,personal_care,3,0.652
9443804417,Queen Soap,chemist,medium,SAN001,sanitary,2,0.652
9443804417,Queen Soap,chemist,medium,SAN002,sanitary,2,0.652
9443804425,Mama Brax Shop,chemist,medium,OIL001,cooking_oil,5,0.5
9443804425,Mama Brax Shop,chemist,medium,OIL002,cooking_oil,4,0.5
9443804425,Mama Brax Shop,chemist,medium,OIL003,cooking_oil,3,0.5
9443804425,Mama Brax Shop,chemist,medium,OIL004,cooking_oil,4,0.5
9443804425,Mama Brax Shop,chemist,medium,FLR001,flour,4,0.5
9443804425,Mama Brax Shop,chemist,medium,FLR002,flour,6,0.5
9443804425,Mama Brax Shop,chemist,medium,FLR003,flour,4,0.5
9443804425,Mama Brax Shop,chemist,medium,FLR004,flour,5,0.5
9443804425,Mama Brax Shop,chemist,medium,SUG001,sugar,3,0.5
9443804425,Mama Brax Shop,chemist,medium,SUG002,sugar,4,0.5
9443804425,Mama Brax Shop,chemist,medium,SUG003,sugar,4,0.5
9443804425,Mama Brax Shop,chemist,medium,SOP001,soap,3,0.5
9443804425,Mama Brax Shop,chemist,medium,SOP002,soap,3,0.5
9443804425,Mama Brax Shop,chemist,medium,SOP003,soap,3,0.5
9443804425,Mama Brax Shop,chemist,medium,SOP004,soap,3,0.5
9443804425,Mama Brax Shop,chemist,medium,BEV001,beverages,3,0.5
9443804425,Mama Brax Shop,chemist,medium,BEV002,beverages,3,0.5
9443804425,Mama Brax Shop,chemist,medium,BEV003,beverages,4,0.5
9443804425,Mama Brax Shop,chemist,medium,BEV004,beverages,4,0.5
9443804425,Mama Brax Shop,chemist,medium,PC001,personal_care,3,0.5
9443804425,Mama Brax Shop,chemist,medium,PC002,personal_care,3,0.5
9443804425,Mama Brax Shop,chemist,medium,PC003,personal_care,2,0.5
9443804425,Mama Brax Shop,chemist,medium,SAN001,sanitary,2,0.5
9443804425,Mama Brax Shop,chemist,medium,SAN002,sanitary,2,0.5
9443804444,Sharon,chemist,medium,OIL001,cooking_oil,5,0.587
9443804444,Sharon,chemist,medium,OIL002,cooking_oil,5,0.587
9443804444,Sharon,chemist,medium,OIL003,cooking_oil,4,0.587
9443804444,Sharon,chemist,medium,OIL004,cooking_oil,4,0.587
